Index,x_m,y_m,t_sec
403,7.44989093726e-06,8.05892889852e-06,0.00115544
404,7.15392739726e-06,8.33376872847e-06,0.0011583
405,6.85796385727e-06,8.60860855843e-06,0.00116116
406,6.56200031727e-06,8.88344838839e-06,0.00116402
407,6.26603677727e-06,9.15828821834e-06,0.00116688
408,5.97007323727e-06,9.4331280483e-06,0.00116974
409,5.67410969727e-06,9.70796787826e-06,0.0011726
410,5.37814615727e-06,9.98280770824e-06,0.00117546
411,5.07905876544e-06,1.02527377523e-05,0.00117832
412,4.72450245202e-06,1.04354867966e-05,0.00118118
413,4.32347370475e-06,1.05451947013e-05,0.00118404
414,3.92244495747e-06,1.06549026059e-05,0.0011869
415,3.5214162102e-06,1.07646105106e-05,0.00118976
416,3.12038746293e-06,1.08743184153e-05,0.00119262
417,2.71935871566e-06,1.09840263199e-05,0.00119548
418,2.31832996839e-06,1.10937342246e-05,0.00119834
419,1.91730122112e-06,1.12034421293e-05,0.0012012
420,1.51627247384e-06,1.13131500339e-05,0.00120406
421,1.11524372657e-06,1.14228579386e-05,0.00120692
422,7.14214979302e-07,1.15325658433e-05,0.00120978
423,3.13186232031e-07,1.16422737479e-05,0.00121264
424,-8.78425152408e-08,1.17519816526e-05,0.0012155
425,-4.97273324723e-07,1.17688847936e-05,0.00121836
426,-9.15095832033e-07,1.16930976505e-05,0.00122122
427,-1.33378635666e-06,1.16077228442e-05,0.00122408
428,-1.75247688129e-06,1.15223480379e-05,0.00122694
429,-2.17116740592e-06,1.14369732316e-05,0.0012298
430,-2.58985793056e-06,1.13515984253e-05,0.00123266
431,-3.00854845519e-06,1.1266223619e-05,0.00123552
432,-3.42723897982e-06,1.11808488128e-05,0.00123838
433,-3.84592950445e-06,1.10954740065e-05,0.00124124
434,-4.26462002908e-06,1.10100992002e-05,0.0012441
435,-4.68331055371e-06,1.09247243939e-05,0.00124696
436,-5.10200107835e-06,1.08393495876e-05,0.00124982
437,-5.5175035577e-06,1.07458345671e-05,0.00125268
438,-5.89539269571e-06,1.05562793008e-05,0.00125554
439,-6.24260039351e-06,1.02883833991e-05,0.0012584
440,-6.5898080913e-06,1.00204874974e-05,0.00126126
441,-6.93701578909e-06,9.75259159576e-06,0.00126412
442,-7.28422348688e-06,9.48469569407e-06,0.00126698
443,-7.63143118468e-06,9.21679979237e-06,0.00126984
444,-7.97863888247e-06,8.94890389067e-06,0.0012727
445,-8.32584658026e-06,8.68100798898e-06,0.00127556
446,-8.67305427806e-06,8.41311208728e-06,0.00127842
447,-9.02026197585e-06,8.14521618558e-06,0.00128128
448,-9.36746967364e-06,7.87732028389e-06,0.00128414
449,-9.71467737143e-06,7.60942438219e-06,0.001287
450,-1.00163703969e-05,7.2994836438e-06,0.00128986
451,-1.0246881575e-05,6.92378764455e-06,0.00129272
452,-1.04500134936e-05,6.5227996584e-06,0.00129558
453,-1.06531454122e-05,6.12181167224e-06,0.00129844
454,-1.08562773308e-05,5.72082368609e-06,0.0013013
455,-1.10594092493e-05,5.31983569994e-06,0.00130416
