Index,x_m,y_m
34766,-0.000427575,-0.000115814
34767,-0.000426378,-0.000119862
34768,-0.000425182,-0.00012391
34769,-0.000423985,-0.000127958
34770,-0.000422789,-0.000132007
34771,-0.000421592,-0.000136055
34772,-0.000420255,-0.000140051
34773,-0.000418846,-0.000144021
34774,-0.000417437,-0.000147991
34775,-0.000416028,-0.000151961
34776,-0.000414619,-0.000155931
34777,-0.00041321,-0.000159901
34778,-0.000411627,-0.00016381
34779,-0.000409995,-0.000167702
34780,-0.000408362,-0.000171593
34781,-0.000406729,-0.000175485
34782,-0.000405097,-0.000179377
34783,-0.000403464,-0.000183268
34784,-0.000401632,-0.00018707
34785,-0.000399775,-0.000190861
34786,-0.000397919,-0.000194652
34787,-0.000396062,-0.000198443
34788,-0.000394206,-0.000202234
34789,-0.000392348,-0.000206024
34790,-0.00039029,-0.000209703
34791,-0.000388232,-0.000213382
34792,-0.000386175,-0.000217061
34793,-0.000384117,-0.000220741
34794,-0.000382059,-0.00022442
34795,-0.000379976,-0.000228083
34796,-0.000377717,-0.000231639
34797,-0.000375458,-0.000235196
34798,-0.000373199,-0.000238752
34799,-0.00037094,-0.000242308
34800,-0.000368682,-0.000245864
34801,-0.000366376,-0.00024939
34802,-0.000363927,-0.000252823
34803,-0.000361478,-0.000256256
34804,-0.000359029,-0.00025969
34805,-0.00035658,-0.000263123
34806,-0.000354131,-0.000266556
34807,-0.000351609,-0.000269932
34808,-0.000348959,-0.000273209
34809,-0.000346309,-0.000276486
34810,-0.000343658,-0.000279762
34811,-0.000341008,-0.000283039
34812,-0.000338358,-0.000286315
34813,-0.000335627,-0.000289528
34814,-0.000332809,-0.00029267
34815,-0.000329991,-0.000295813
34816,-0.000327173,-0.000298955
34817,-0.000324355,-0.000302097
34818,-0.000321537,-0.00030524
34819,-0.000318612,-0.000308276
34820,-0.000315615,-0.000311239
34821,-0.000312618,-0.000314203
34822,-0.000309621,-0.000317166
34823,-0.000306624,-0.00032013
34824,-0.000303627,-0.000323093
34825,-0.000300519,-0.000325937
34826,-0.000297365,-0.000328733
34827,-0.000294212,-0.000331529
34828,-0.000291058,-0.000334324
34829,-0.000287904,-0.00033712
34830,-0.000284751,-0.000339916
34831,-0.000281468,-0.000342563
34832,-0.000278157,-0.00034518
34833,-0.000274847,-0.000347797
34834,-0.000271537,-0.000350414
34835,-0.000268227,-0.00035303
34836,-0.000264917,-0.000355647
34837,-0.000261469,-0.000358084
34838,-0.000258014,-0.000360511
34839,-0.000254558,-0.000362937
34840,-0.000251103,-0.000365364
34841,-0.000247647,-0.000367791
34842,-0.000244184,-0.000370205
34843,-0.000240606,-0.00037243
34844,-0.000237027,-0.000374656
34845,-0.000233449,-0.000376881
34846,-0.00022987,-0.000379107
34847,-0.000226292,-0.000381332
34848,-0.000222693,-0.000383523
34849,-0.000219003,-0.000385558
34850,-0.000215312,-0.000387594
34851,-0.000211622,-0.000389629
34852,-0.000207932,-0.000391664
34853,-0.000204241,-0.0003937
34854,-0.000200514,-0.000395669
34855,-0.000196701,-0.00039748
34856,-0.000192888,-0.000399292
34857,-0.000189074,-0.000401103
34858,-0.000185261,-0.000402915
34859,-0.000181448,-0.000404727
34860,-0.000177602,-0.00040645
34861,-0.00017371,-0.00040805
34862,-0.000169819,-0.000409649
34863,-0.000165927,-0.000411248
34864,-0.000162035,-0.000412847
34865,-0.000158144,-0.000414446
34866,-0.000154199,-0.000415933
34867,-0.000150206,-0.000417319
34868,-0.000146214,-0.000418706
34869,-0.000142222,-0.000420093
34870,-0.00013823,-0.000421479
34871,-0.000134237,-0.000422866
34872,-0.000130209,-0.000424101
34873,-0.000126161,-0.000425253
34874,-0.000122112,-0.000426404
34875,-0.000118064,-0.000427556
34876,-0.000114016,-0.000428708
34877,-0.000109968,-0.00042986
34878,-0.000105868,-0.000430841
34879,-0.000101753,-0.000431769
34880,-9.76E-05,-0.000432697
34881,-9.35E-05,-0.000433625
34882,-8.94E-05,-0.000434554
34883,-8.53E-05,-0.000435482
34884,-8.11E-05,-0.000436203
34885,-7.70E-05,-0.000436896
34886,-7.28E-05,-0.00043759
34887,-6.87E-05,-0.000438283
34888,-6.45E-05,-0.000438976
34889,-6.03E-05,-0.00043967
34890,-5.61E-05,-0.00044014
34891,-5.19E-05,-0.000440609
34892,-4.78E-05,-0.000441079
34893,-4.36E-05,-0.000441549
34894,-3.94E-05,-0.000442019
34895,-3.52E-05,-0.00044246
34896,-3.10E-05,-0.000442684
34897,-2.67E-05,-0.000442907
34898,-2.25E-05,-0.000443131
34899,-1.83E-05,-0.000443355
34900,-1.41E-05,-0.000443578
34901,-9.88E-06,-0.000443747
34902,-5.66E-06,-0.000443736
34903,-1.45E-06,-0.000443725
34904,2.77E-06,-0.000443714
34905,6.99E-06,-0.000443703
34906,1.12E-05,-0.000443691
34907,1.54E-05,-0.000443598
34908,1.96E-05,-0.000443352
34909,2.38E-05,-0.000443106
34910,2.80E-05,-0.00044286
34911,3.22E-05,-0.000442614
34912,3.64E-05,-0.000442368
34913,4.06E-05,-0.000442018
34914,4.48E-05,-0.000441548
34915,4.90E-05,-0.000441079
34916,5.32E-05,-0.000440609
34917,5.74E-05,-0.000440139
34918,6.16E-05,-0.00043967
34919,6.58E-05,-0.000439057
34920,6.99E-05,-0.000438341
34921,7.41E-05,-0.000437625
34922,7.82E-05,-0.000436909
34923,8.24E-05,-0.000436194
34924,8.65E-05,-0.000435478
34925,9.06E-05,-0.000434606
34926,9.48E-05,-0.000433667
34927,9.89E-05,-0.000432727
34928,0.000102988,-0.000431788
34929,0.000107104,-0.000430848
34930,0.000111219,-0.000429909
34931,0.00011528,-0.000428778
34932,0.000119328,-0.000427604
34933,0.000123376,-0.00042643
34934,0.000127424,-0.000425255
34935,0.000131472,-0.000424081
34936,0.000135521,-0.000422907
34937,0.000139506,-0.000421524
34938,0.000143487,-0.000420126
34939,0.000147468,-0.000418728
34940,0.000151449,-0.00041733
34941,0.000155431,-0.000415933
34942,0.000159407,-0.000414524
34943,0.000163299,-0.000412914
34944,0.00016719,-0.000411303
34945,0.000171082,-0.000409693
34946,0.000174974,-0.000408083
34947,0.000178865,-0.000406472
34948,0.000182742,-0.000404824
34949,0.000186544,-0.00040299
34950,0.000190346,-0.000401156
34951,0.000194148,-0.000399323
34952,0.000197951,-0.000397489
34953,0.000201753,-0.000395655
34954,0.000205523,-0.000393763
34955,0.000209214,-0.000391728
34956,0.000212904,-0.000389693
34957,0.000216594,-0.000387657
34958,0.000220285,-0.000385622
34959,0.000223975,-0.000383587
34960,0.00022762,-0.000381466
34961,0.000231199,-0.000379219
34962,0.000234777,-0.000376971
34963,0.000238356,-0.000374723
34964,0.000241934,-0.000372475
34965,0.000245513,-0.000370228
34966,0.000249016,-0.000367881
34967,0.000252449,-0.000365443
34968,0.000255882,-0.000363006
34969,0.000259316,-0.000360568
34970,0.000262749,-0.00035813
34971,0.000266182,-0.000355692
34972,0.00026953,-0.00035314
34973,0.000272829,-0.000350524
34974,0.000276128,-0.000347907
34975,0.000279427,-0.00034529
34976,0.000282726,-0.000342673
34977,0.000286024,-0.000340056
34978,0.000289214,-0.000337297
34979,0.000292368,-0.00033449
34980,0.000295521,-0.000331683
34981,0.000298675,-0.000328876
34982,0.000301828,-0.000326069
34983,0.000304982,-0.000323262
34984,0.00030799,-0.0003203
34985,0.000310976,-0.000317314
34986,0.000313961,-0.000314328
34987,0.000316947,-0.000311342
34988,0.000319933,-0.000308356
34989,0.000322919,-0.000305371
34990,0.000325739,-0.000302241
34991,0.000328557,-0.00029911
34992,0.000331375,-0.000295979
34993,0.000334193,-0.000292848
34994,0.000337012,-0.000289717
34995,0.00033981,-0.000286568
34996,0.000342438,-0.000283269
34997,0.000345066,-0.00027997
34998,0.000347694,-0.000276671
34999,0.000350322,-0.000273372
35000,0.00035295,-0.000270073
35001,0.000355539,-0.000266745
35002,0.000357988,-0.000263312
35003,0.000360437,-0.000259879
35004,0.000362886,-0.000256446
35005,0.000365335,-0.000253012
35006,0.000367784,-0.000249579
35007,0.000370169,-0.000246101
35008,0.000372428,-0.000242534
35009,0.000374687,-0.000238966
35010,0.000376946,-0.000235399
35011,0.000379205,-0.000231832
35012,0.000381464,-0.000228264
35013,0.000383626,-0.000224646
35014,0.000385673,-0.000220967
35015,0.000387719,-0.000217288
35016,0.000389765,-0.000213609
35017,0.000391812,-0.00020993
35018,0.000393858,-0.00020625
35019,0.00039579,-0.000202507
35020,0.000397635,-0.000198716
35021,0.00039948,-0.000194925
35022,0.000401325,-0.000191134
35023,0.000403171,-0.000187343
35024,0.000405016,-0.000183552
35025,0.000406707,-0.000179692
35026,0.000408329,-0.000175801
35027,0.00040995,-0.000171909
35028,0.000411572,-0.000168017
35029,0.000413193,-0.000164126
35030,0.000414815,-0.000160234
35031,0.000416265,-0.00015627
35032,0.000417674,-0.000152289
35033,0.000419083,-0.000148308
35034,0.000420492,-0.000144327
35035,0.000421901,-0.000140346
35036,0.000423311,-0.000136365
35037,0.000424513,-0.000132322
35038,0.000425699,-0.000128274
35039,0.000426884,-0.000124226
35040,0.00042807,-0.000120177
35041,0.000429255,-0.000116129
35042,0.000430431,-0.000112079
35043,0.000431382,-0.000107975
35044,0.000432332,-0.000103871
35045,0.000433283,-9.98E-05
35046,0.000434234,-9.57E-05
35047,0.000435184,-9.16E-05
35048,0.0004361,-8.74E-05
35049,0.000436827,-8.33E-05
35050,0.000437554,-7.91E-05
35051,0.00043828,-7.50E-05
35052,0.000439007,-7.09E-05
35053,0.000439734,-6.67E-05
35054,0.000440397,-6.25E-05
35055,0.000440889,-5.83E-05
35056,0.000441381,-5.42E-05
35057,0.000441873,-5.00E-05
35058,0.000442365,-4.58E-05
35059,0.000442857,-4.16E-05
35060,0.000443258,-3.74E-05
35061,0.000443515,-3.32E-05
35062,0.000443772,-2.90E-05
35063,0.00044403,-2.48E-05
35064,0.000444287,-2.06E-05
35065,0.000444544,-1.64E-05
35066,0.000444688,-1.21E-05
35067,0.000444722,-7.93E-06
35068,0.000444755,-3.71E-06
35069,0.000444789,5.06E-07
35070,0.000444822,4.72E-06
35071,0.000444856,8.94E-06
35072,0.000444736,1.32E-05
35073,0.000444524,1.74E-05
35074,0.000444311,2.16E-05
35075,0.000444099,2.58E-05
35076,0.000443886,3.00E-05
35077,0.000443674,3.42E-05
35078,0.000443287,3.84E-05
35079,0.00044284,4.26E-05
35080,0.000442393,4.68E-05
35081,0.000441945,5.10E-05
35082,0.000441498,5.52E-05
35083,0.000441051,5.94E-05
35084,0.000440402,6.36E-05
35085,0.00043972,6.77E-05
35086,0.000439038,7.19E-05
35087,0.000438356,7.60E-05
35088,0.000437674,8.02E-05
35089,0.000436991,8.44E-05
35090,0.000436091,8.85E-05
35091,0.000435186,9.26E-05
35092,0.00043428,9.67E-05
35093,0.000433374,0.000100828
35094,0.000432468,0.000104943
35095,0.000431541,0.000109053
35096,0.0004304,0.000113113
35097,0.00042926,0.000117172
35098,0.000428119,0.000121232
35099,0.000426978,0.000125291
35100,0.000425838,0.00012935
35101,0.000424651,0.000133396
35102,0.000423286,0.000137388
35103,0.000421922,0.00014138
35104,0.000420558,0.000145373
35105,0.000419193,0.000149365
35106,0.000417829,0.000153357
35107,0.000416396,0.000157324
35108,0.000414819,0.000161238
35109,0.000413242,0.000165152
35110,0.000411665,0.000169066
35111,0.000410089,0.00017298
35112,0.000408512,0.000176894
35113,0.000406836,0.000180764
35114,0.000405036,0.000184577
35115,0.000403235,0.00018839
35116,0.000401435,0.000192204
35117,0.000399634,0.000196017
35118,0.000397834,0.00019983
35119,0.000395921,0.000203588
35120,0.000393919,0.0002073
35121,0.000391918,0.000211013
35122,0.000389916,0.000214726
35123,0.000387914,0.000218438
35124,0.000385912,0.000222151
35125,0.000383767,0.000225781
35126,0.000381553,0.00022937
35127,0.000379339,0.00023296
35128,0.000377124,0.00023655
35129,0.00037491,0.000240139
35130,0.000372696,0.000243729
35131,0.000370331,0.000247213
35132,0.000367927,0.000250668
35133,0.000365523,0.000254124
35134,0.000363118,0.000257579
35135,0.000360714,0.000261035
35136,0.00035831,0.00026449
35137,0.000355732,0.000267834
35138,0.000353138,0.000271166
35139,0.000350544,0.000274499
35140,0.000347949,0.000277831
35141,0.000345355,0.000281164
35142,0.000342756,0.000284492
35143,0.000339982,0.000287656
35144,0.000337209,0.000290821
35145,0.000334435,0.000293986
35146,0.000331662,0.000297151
35147,0.000328889,0.000300315
35148,0.00032609,0.000303459
35149,0.000323137,0.000306479
35150,0.000320185,0.000309498
35151,0.000317233,0.000312517
35152,0.000314281,0.000315537
35153,0.000311328,0.000318556
35154,0.000308332,0.000321529
35155,0.000305212,0.000324369
35156,0.000302092,0.00032721
35157,0.000298972,0.00033005
35158,0.000295852,0.000332891
35159,0.000292732,0.000335731
35160,0.000289557,0.000338508
35161,0.000286292,0.000341181
35162,0.000283027,0.000343854
35163,0.000279761,0.000346527
35164,0.000276496,0.000349199
35165,0.00027323,0.000351872
35166,0.000269899,0.000354451
35167,0.000266499,0.000356933
35168,0.0002631,0.000359416
35169,0.0002597,0.000361898
35170,0.0002563,0.000364381
35171,0.000252901,0.000366864
35172,0.000249412,0.000369223
35173,0.000245867,0.000371505
35174,0.000242322,0.000373786
35175,0.000238777,0.000376067
35176,0.000235232,0.000378348
35177,0.000231688,0.00038063
35178,0.000228053,0.000382773
35179,0.000224385,0.000384864
35180,0.000220717,0.000386955
35181,0.000217049,0.000389046
35182,0.000213381,0.000391137
35183,0.000209713,0.000393229
35184,0.00020596,0.00039514
35185,0.000202191,0.000397019
35186,0.000198423,0.000398898
35187,0.000194654,0.000400776
35188,0.000190886,0.000402655
35189,0.000187117,0.000404534
35190,0.000183241,0.000406208
35191,0.00017936,0.000407874
35192,0.00017548,0.000409541
35193,0.000171599,0.000411207
35194,0.000167719,0.000412873
35195,0.000163832,0.000414523
35196,0.000159874,0.000415976
35197,0.000155915,0.00041743
35198,0.000151956,0.000418884
35199,0.000147997,0.000420338
35200,0.000144039,0.000421792
35201,0.000140065,0.000423201
35202,0.000136027,0.000424432
35203,0.00013199,0.000425662
35204,0.000127953,0.000426892
35205,0.000123916,0.000428122
35206,0.000119879,0.000429352
35207,0.000115825,0.000430509
35208,0.000111732,0.000431504
35209,0.000107639,0.000432499
35210,0.000103546,0.000433495
35211,9.95E-05,0.00043449
35212,9.54E-05,0.000435485
35213,9.12E-05,0.000436384
35214,8.71E-05,0.000437156
35215,8.29E-05,0.000437927
35216,7.88E-05,0.000438699
35217,7.46E-05,0.000439471
35218,7.05E-05,0.000440242
35219,6.63E-05,0.000440886
35220,6.21E-05,0.000441422
35221,5.80E-05,0.000441959
35222,5.38E-05,0.000442496
35223,4.96E-05,0.000443033
35224,4.54E-05,0.000443569
35225,4.12E-05,0.000443958
35226,3.70E-05,0.000444271
35227,3.28E-05,0.000444584
35228,2.86E-05,0.000444897
35229,2.44E-05,0.00044521
35230,2.02E-05,0.000445523
35231,1.60E-05,0.000445644
35232,1.18E-05,0.000445712
35233,7.55E-06,0.000445779
35234,3.34E-06,0.000445846
35235,-8.78E-07,0.000445913
35236,-5.09E-06,0.00044598
35237,-9.31E-06,0.000445836
35238,-1.35E-05,0.000445669
35239,-1.77E-05,0.000445501
35240,-2.20E-05,0.000445333
35241,-2.62E-05,0.000445165
35242,-3.04E-05,0.000444994
35243,-3.46E-05,0.000444603
35244,-3.88E-05,0.000444212
35245,-4.30E-05,0.00044382
35246,-4.72E-05,0.000443429
35247,-5.14E-05,0.000443037
35248,-5.55E-05,0.000442615
35249,-5.97E-05,0.000441989
35250,-6.39E-05,0.000441363
35251,-6.81E-05,0.000440736
35252,-7.22E-05,0.00044011
35253,-7.64E-05,0.000439484
35254,-8.06E-05,0.000438799
35255,-8.47E-05,0.000437938
35256,-8.88E-05,0.000437077
35257,-9.29E-05,0.000436216
35258,-9.71E-05,0.000435355
35259,-0.000101197,0.000434494
35260,-0.000105303,0.000433547
35261,-0.000109373,0.000432451
35262,-0.000113444,0.000431355
35263,-0.000117514,0.000430259
35264,-0.000121585,0.000429163
35265,-0.000125655,0.000428067
35266,-0.000129699,0.000426869
35267,-0.000133714,0.000425561
35268,-0.000137728,0.000424252
35269,-0.000141743,0.000422944
35270,-0.000145758,0.000421635
35271,-0.000149772,0.000420327
35272,-0.000153733,0.000418885
35273,-0.000157659,0.000417353
35274,-0.000161584,0.000415821
35275,-0.000165509,0.000414289
35276,-0.000169434,0.000412756
35277,-0.000173359,0.000411224
35278,-0.00017722,0.000409532
35279,-0.000181056,0.000407777
35280,-0.000184892,0.000406021
35281,-0.000188728,0.000404265
35282,-0.000192563,0.000402509
35283,-0.000196399,0.000400754
35284,-0.000200151,0.00039883
35285,-0.000203886,0.000396873
35286,-0.000207621,0.000394916
35287,-0.000211356,0.000392959
35288,-0.000215091,0.000391002
35289,-0.000218826,0.000389045
35290,-0.000222455,0.000386886
35291,-0.000226078,0.000384717
35292,-0.000229702,0.000382547
35293,-0.000233325,0.000380378
35294,-0.000236948,0.000378209
35295,-0.000240562,0.000376026
35296,-0.000244051,0.000373667
35297,-0.000247541,0.000371307
35298,-0.00025103,0.000368948
35299,-0.000254519,0.000366588
35300,-0.000258008,0.000364228
35301,-0.000261472,0.000361834
35302,-0.000264827,0.000359284
35303,-0.000268182,0.000356734
35304,-0.000271537,0.000354185
35305,-0.000274892,0.000351635
35306,-0.000278246,0.000349085
35307,-0.000281558,0.000346478
35308,-0.000284767,0.000343739
35309,-0.000287976,0.000340999
35310,-0.000291186,0.000338259
35311,-0.000294395,0.000335519
35312,-0.000297605,0.000332779
35313,-0.000300749,0.00032997
35314,-0.000303802,0.000327062
35315,-0.000306855,0.000324155
35316,-0.000309908,0.000321247
35317,-0.000312961,0.000318339
35318,-0.000316014,0.000315432
35319,-0.000318977,0.000312435
35320,-0.000321862,0.000309359
35321,-0.000324747,0.000306284
35322,-0.000327632,0.000303209
35323,-0.000330518,0.000300133
35324,-0.000333403,0.000297058
35325,-0.000336171,0.000293881
35326,-0.000338878,0.000290649
35327,-0.000341584,0.000287417
35328,-0.00034429,0.000284185
35329,-0.000346996,0.000280954
35330,-0.000349703,0.000277722
35331,-0.000352271,0.000274378
35332,-0.000354799,0.000271001
35333,-0.000357326,0.000267624
35334,-0.000359853,0.000264246
35335,-0.000362381,0.000260869
35336,-0.000364908,0.000257492
35337,-0.000367267,0.000253996
35338,-0.000369604,0.000250484
35339,-0.000371941,0.000246973
35340,-0.000374279,0.000243462
35341,-0.000376616,0.00023995
35342,-0.000378953,0.000236438
35343,-0.000381089,0.000232804
35344,-0.000383224,0.00022917
35345,-0.00038536,0.000225535
35346,-0.000387496,0.000221901
35347,-0.000389632,0.000218266
35348,-0.000391744,0.000214619
35349,-0.000393679,0.000210872
35350,-0.000395613,0.000207126
35351,-0.000397548,0.00020338
35352,-0.000399483,0.000199634
35353,-0.000401417,0.000195887
35354,-0.000403302,0.000192117
35355,-0.000405024,0.00018827
35356,-0.000406746,0.000184423
35357,-0.000408468,0.000180576
35358,-0.00041019,0.00017673
35359,-0.000411913,0.000172883
35360,-0.00041356,0.000169004
35361,-0.000415069,0.000165068
35362,-0.000416579,0.000161131
35363,-0.000418089,0.000157195
35364,-0.000419598,0.000153259
35365,-0.000421108,0.000149322
35366,-0.000422513,0.000145344
35367,-0.000423799,0.000141318
35368,-0.000425085,0.000137292
35369,-0.000426371,0.000133266
35370,-0.000427657,0.000129241
35371,-0.000428943,0.000125215
35372,-0.000430091,0.000121156
35373,-0.000431142,0.000117074
35374,-0.000432193,0.000112993
35375,-0.000433244,0.000108911
35376,-0.000434296,0.000104829
35377,-0.000435347,0.000100747
35378,-0.000436248,9.66E-05
35379,-0.000437087,9.25E-05
35380,-0.000437926,8.84E-05
35381,-0.000438765,8.43E-05
35382,-0.000439603,8.01E-05
35383,-0.000440442,7.60E-05
35384,-0.000441079,7.18E-05
35385,-0.000441671,6.76E-05
35386,-0.000442264,6.35E-05
35387,-0.000442857,5.93E-05
35388,-0.000443449,5.51E-05
35389,-0.000444042,5.09E-05
35390,-0.000444425,4.67E-05
35391,-0.000444794,4.25E-05
35392,-0.000445163,3.83E-05
35393,-0.000445532,3.41E-05
35394,-0.000445901,3.00E-05
35395,-0.000446257,2.58E-05
35396,-0.000446392,2.15E-05
35397,-0.000446526,1.73E-05
35398,-0.00044666,1.31E-05
35399,-0.000446794,8.89E-06
35400,-0.000446928,4.68E-06
35401,-0.000447022,4.60E-07
35402,-0.000446922,-3.76E-06
35403,-0.000446821,-7.97E-06
35404,-0.00044672,-1.22E-05
35405,-0.00044662,-1.64E-05
35406,-0.000446519,-2.06E-05
35407,-0.000446354,-2.48E-05
35408,-0.000446029,-2.90E-05
35409,-0.000445705,-3.32E-05
35410,-0.000445381,-3.74E-05
35411,-0.000445057,-4.17E-05
35412,-0.000444732,-4.59E-05
35413,-0.000444308,-5.01E-05
35414,-0.000443738,-5.42E-05
35415,-0.000443167,-5.84E-05
35416,-0.000442597,-6.26E-05
35417,-0.000442027,-6.68E-05
35418,-0.000441456,-7.10E-05
35419,-0.000440769,-7.51E-05
35420,-0.000439975,-7.93E-05
35421,-0.000439181,-8.34E-05
35422,-0.000438387,-8.75E-05
35423,-0.000437593,-9.17E-05
35424,-0.000436799,-9.58E-05
35425,-0.000435855,-9.99E-05
35426,-0.000434826,-0.000104013
35427,-0.000433797,-0.000108106
35428,-0.000432769,-0.000112199
35429,-0.00043174,-0.000116292
35430,-0.000430711,-0.000120385
35431,-0.000429513,-0.000124427
35432,-0.00042826,-0.000128453
35433,-0.000427008,-0.000132479
35434,-0.000425756,-0.000136505
35435,-0.000424503,-0.000140531
35436,-0.000423251,-0.000144556
35437,-0.000421812,-0.000148514
35438,-0.000420348,-0.000152461
35439,-0.000418883,-0.000156409
35440,-0.000417418,-0.000160357
35441,-0.000415953,-0.000164304
35442,-0.000414488,-0.000168252
35443,-0.000412801,-0.000172122
35444,-0.000411113,-0.000175991
35445,-0.000409424,-0.00017986
35446,-0.000407735,-0.00018373
35447,-0.000406047,-0.000187599
35448,-0.000404335,-0.000191456
35449,-0.000402434,-0.000195213
35450,-0.000400533,-0.000198971
35451,-0.000398632,-0.000202728
35452,-0.000396731,-0.000206486
35453,-0.00039483,-0.000210243
35454,-0.000392881,-0.000213978
35455,-0.000390768,-0.000217635
35456,-0.000388654,-0.000221292
35457,-0.00038654,-0.000224949
35458,-0.000384427,-0.000228605
35459,-0.000382313,-0.000232262
35460,-0.000380135,-0.000235877
35461,-0.000377831,-0.000239411
35462,-0.000375528,-0.000242945
35463,-0.000373224,-0.000246478
35464,-0.00037092,-0.000250012
35465,-0.000368617,-0.000253546
35466,-0.000366226,-0.000257018
35467,-0.000363732,-0.000260418
35468,-0.000361238,-0.000263817
35469,-0.000358744,-0.000267217
35470,-0.000356251,-0.000270617
35471,-0.000353757,-0.000274016
35472,-0.000351154,-0.000277332
35473,-0.00034847,-0.000280586
35474,-0.000345786,-0.000283841
35475,-0.000343102,-0.000287095
35476,-0.000340418,-0.000290349
35477,-0.000337734,-0.000293603
35478,-0.000334934,-0.000296749
35479,-0.000332083,-0.000299847
35480,-0.000329231,-0.000302944
35481,-0.000326379,-0.000306042
35482,-0.000323528,-0.00030914
35483,-0.000320676,-0.000312237
35484,-0.00031768,-0.000315208
35485,-0.000314649,-0.000318149
35486,-0.000311619,-0.00032109
35487,-0.000308588,-0.000324032
35488,-0.000305558,-0.000326973
35489,-0.000302527,-0.000329914
35490,-0.000299352,-0.000332689
35491,-0.000296164,-0.000335451
35492,-0.000292977,-0.000338214
35493,-0.00028979,-0.000340976
35494,-0.000286603,-0.000343738
35495,-0.00028341,-0.000346492
35496,-0.000280077,-0.000349076
35497,-0.000276745,-0.000351659
35498,-0.000273412,-0.000354242
35499,-0.00027008,-0.000356825
35500,-0.000266747,-0.000359409
35501,-0.000263393,-0.000361961
35502,-0.000259927,-0.000364355
35503,-0.00025646,-0.000366748
35504,-0.000252993,-0.000369141
35505,-0.000249527,-0.000371534
35506,-0.00024606,-0.000373927
35507,-0.000242556,-0.000376268
35508,-0.000238955,-0.000378471
35509,-0.000235354,-0.000380674
35510,-0.000231753,-0.000382877
35511,-0.000228153,-0.00038508
35512,-0.000224552,-0.000387283
35513,-0.000220907,-0.000389407
35514,-0.000217194,-0.000391408
35515,-0.000213481,-0.00039341
35516,-0.000209769,-0.000395412
35517,-0.000206056,-0.000397413
35518,-0.000202343,-0.000399415
35519,-0.000198579,-0.000401308
35520,-0.000194766,-0.000403098
35521,-0.000190952,-0.000404887
35522,-0.000187139,-0.000406676
35523,-0.000183326,-0.000408465
35524,-0.000179512,-0.000410255
35525,-0.000175636,-0.000411911
35526,-0.000171722,-0.000413487
35527,-0.000167808,-0.000415064
35528,-0.000163894,-0.000416641
35529,-0.00015998,-0.000418218
35530,-0.000156066,-0.000419795
35531,-0.000152093,-0.000421205
35532,-0.000148101,-0.000422558
35533,-0.000144109,-0.000423911
35534,-0.000140117,-0.000425264
35535,-0.000136124,-0.000426617
35536,-0.000132132,-0.00042797
35537,-0.000128082,-0.000429131
35538,-0.000124023,-0.00043026
35539,-0.000119963,-0.00043139
35540,-0.000115904,-0.000432519
35541,-0.000111844,-0.000433649
35542,-0.000107785,-0.000434778
35543,-0.00010366,-0.000435689
35544,-9.95E-05,-0.000436595
35545,-9.54E-05,-0.000437501
35546,-9.13E-05,-0.000438406
35547,-8.72E-05,-0.000439312
35548,-8.30E-05,-0.000440197
35549,-7.89E-05,-0.000440879
35550,-7.47E-05,-0.000441561
35551,-7.05E-05,-0.000442243
35552,-6.64E-05,-0.000442925
35553,-6.22E-05,-0.000443607
35554,-5.81E-05,-0.00044424
35555,-5.39E-05,-0.000444687
35556,-4.97E-05,-0.000445134
35557,-4.55E-05,-0.000445582
35558,-4.13E-05,-0.000446029
35559,-3.71E-05,-0.000446476
35560,-3.29E-05,-0.000446846
35561,-2.87E-05,-0.000447059
35562,-2.45E-05,-0.000447271
35563,-2.03E-05,-0.000447484
35564,-1.61E-05,-0.000447696
35565,-1.19E-05,-0.000447909
35566,-7.66E-06,-0.000448016
35567,-3.44E-06,-0.000447994
35568,7.73E-07,-0.000447972
35569,4.99E-06,-0.000447949
35570,9.21E-06,-0.000447927
35571,1.34E-05,-0.000447905
35572,1.76E-05,-0.00044775
35573,2.19E-05,-0.000447493
35574,2.61E-05,-0.000447235
35575,3.03E-05,-0.000446978
35576,3.45E-05,-0.000446721
35577,3.87E-05,-0.000446464
35578,4.29E-05,-0.000446055
35579,4.71E-05,-0.000445574
35580,5.13E-05,-0.000445093
35581,5.55E-05,-0.000444612
35582,5.96E-05,-0.000444131
35583,6.38E-05,-0.00044365
35584,6.80E-05,-0.000442973
35585,7.21E-05,-0.000442246
35586,7.63E-05,-0.00044152
35587,8.05E-05,-0.000440793
35588,8.46E-05,-0.000440066
35589,8.88E-05,-0.000439339
35590,9.29E-05,-0.000438418
35591,9.70E-05,-0.000437478
35592,0.000101104,-0.000436539
35593,0.000105208,-0.0004356
35594,0.000109312,-0.00043466
35595,0.000113415,-0.000433714
35596,0.000117474,-0.00043254
35597,0.000121534,-0.000431365
35598,0.000125593,-0.000430191
35599,0.000129652,-0.000429017
35600,0.000133712,-0.000427843
35601,0.000137759,-0.000426635
35602,0.000141741,-0.000425238
35603,0.000145722,-0.00042384
35604,0.000149703,-0.000422442
35605,0.000153684,-0.000421044
35606,0.000157665,-0.000419646
35607,0.000161622,-0.000418192
35608,0.000165514,-0.000416582
35609,0.000169406,-0.000414971
35610,0.000173297,-0.000413361
35611,0.000177189,-0.000411751
35612,0.000181081,-0.00041014
35613,0.000184938,-0.000408449
35614,0.00018874,-0.000406626
35615,0.000192542,-0.000404803
